CE_Age,CE_Language,CE_Experties,CE_Total_Handled_Leads,CE_Successful_Leads,C_Language,C_Timeperiod_months,C_Field,C_Times_Call,C_Products_Subscribed,C_Premium_Products_Subscribed,C_Call_On_Same_Topic,C_Default_Premium,Call_Duration_Sec,Converted
26,Urdu,['Health Insurance'],40,1,Urdu,6,Life Insurance,29.76668293,9,2,4,0,480.2025715,1
33,Marathi,"['Education Insurance', 'Home Insurance']",29,1,Marathi,40,Life Insurance,23.2683761,9,2,3,0,692.7568568,0
24,Telgu,['Car Insurance'],30,2,Telgu,7,Home Insurance,27.42180966,6,4,2,4,579.2887851,0
47,Urdu,"['Home Insurance', 'Health Insurance', 'Car Insurance']",48,1,Urdu,45,Car Insurance,18.19259645,3,1,1,2,409.8363587,0
24,Hindi,['Health Insurance'],48,3,Hindi,1,Life Insurance,30.25479411,16,5,9,0,306.8545279,1
26,Hindi,['Education Insurance'],41,2,Hindi,34,Life Insurance,19.17174993,2,1,0,1,411.1777966,0
32,Telgu,"['Education Insurance', 'Home Insurance']",39,2,Telgu,11,Life Insurance,26.77928946,6,3,4,0,428.6654329,1
30,Urdu,"['Health Insurance', 'Life Insurance']",43,2,Urdu,19,Car Insurance,27.79901136,6,4,4,0,260.4800988,1
41,Telgu,"['Life Insurance', 'Education Insurance', 'Home Insurance']",98,2,Telgu,34,Home Insurance,25.48949162,7,3,4,1,460.4972874,1
40,English,"['Health Insurance', 'Home Insurance', 'Life Insurance']",20,1,English,44,Education Insurance,20.57651886,5,4,2,1,467.9514673,0
22,Marathi,['Life Insurance'],27,1,Marathi,8,Education Insurance,16.13820196,4,1,0,0,558.3094807,0
47,Urdu,"['Car Insurance', 'Health Insurance', 'Education Insurance']",73,5,Urdu,22,Education Insurance,25.05803117,8,4,3,0,526.9024761,0
31,Telgu,"['Home Insurance', 'Life Insurance']",29,1,Telgu,36,Home Insurance,30.66491782,12,9,9,3,497.0179318,0
37,Hindi,"['Life Insurance', 'Health Insurance']",98,6,Hindi,28,Home Insurance,38.0968975,19,6,7,4,337.2547501,0
34,Urdu,"['Life Insurance', 'Education Insurance']",28,1,Urdu,21,Life Insurance,32.29769249,18,9,9,2,249.8903942,1
41,Hindi,"['Health Insurance', 'Education Insurance', 'Car Insurance']",25,1,Hindi,10,Car Insurance,20.64774006,6,2,2,0,557.3451177,0
29,Hindi,['Car Insurance'],69,5,Hindi,7,Home Insurance,8.014406887,1,1,1,0,459.7750857,0
46,Marathi,"['Life Insurance', 'Home Insurance', 'Education Insurance']",42,1,Marathi,32,Car Insurance,23.99543099,5,3,2,0,386.8262622,0
43,Hindi,"['Education Insurance', 'Health Insurance', 'Car Insurance']",67,4,Hindi,25,Education Insurance,25.21790899,7,3,4,0,657.9197743,1
21,Hindi,['Education Insurance'],87,1,Hindi,8,Home Insurance,14.87757937,2,1,1,0,331.2506744,0
33,Telgu,"['Life Insurance', 'Car Insurance']",46,1,Telgu,3,Health Insurance,20.66995047,6,4,2,0,391.0351632,0
37,Urdu,"['Life Insurance', 'Car Insurance']",98,6,Urdu,7,Home Insurance,35.51159334,15,5,5,0,445.8463319,1
26,English,['Car Insurance'],29,1,English,32,Life Insurance,31.14498751,17,8,5,0,401.5303275,1
48,English,"['Life Insurance', 'Health Insurance', 'Car Insurance']",20,1,English,29,Health Insurance,18.10368031,2,0,1,4,344.8306858,0
29,Hindi,['Home Insurance'],31,2,Hindi,24,Health Insurance,27.74607224,7,4,4,2,202.511623,1
39,Marathi,"['Car Insurance', 'Life Insurance']",60,3,Marathi,18,Life Insurance,20.20960958,7,2,2,2,501.5309104,0
27,English,['Education Insurance'],26,1,English,36,Life Insurance,14.27143257,4,1,0,0,495.7186869,0
31,Urdu,"['Car Insurance', 'Education Insurance']",65,1,Urdu,10,Car Insurance,20.7786264,6,3,2,2,379.6671454,0
29,Hindi,['Home Insurance'],63,3,Hindi,44,Education Insurance,28.3659957,9,2,2,1,446.9614583,0
25,Telgu,['Education Insurance'],33,1,Telgu,12,Health Insurance,19.20265901,0,0,0,0,493.3933264,0
49,Telgu,"['Health Insurance', 'Car Insurance', 'Education Insurance']",95,5,Telgu,6,Education Insurance,24.99375146,6,4,3,3,188.5632103,0
40,Hindi,"['Education Insurance', 'Car Insurance', 'Life Insurance']",52,4,Hindi,31,Education Insurance,24.39212496,7,3,3,2,370.9127942,0
38,English,"['Health Insurance', 'Home Insurance']",89,4,English,33,Health Insurance,32.77920918,14,5,8,0,572.0160984,1
47,English,"['Home Insurance', 'Education Insurance', 'Car Insurance']",95,6,English,43,Education Insurance,28.64052617,8,2,3,2,431.5523859,0
43,Telgu,"['Health Insurance', 'Home Insurance', 'Life Insurance']",48,1,Telgu,39,Life Insurance,29.05779961,9,3,2,0,446.0459206,0
49,Marathi,"['Education Insurance', 'Health Insurance', 'Life Insurance']",45,2,Marathi,37,Car Insurance,25.83038575,5,4,2,3,534.8221946,0
24,Marathi,['Car Insurance'],58,4,Marathi,27,Home Insurance,28.07335818,5,4,4,0,546.2432678,1
38,Urdu,"['Car Insurance', 'Home Insurance']",72,1,Urdu,14,Life Insurance,23.92986715,5,3,3,2,451.7562193,0
43,Hindi,"['Education Insurance', 'Home Insurance', 'Health Insurance']",45,2,Hindi,9,Life Insurance,23.24420692,7,4,4,2,454.4127613,1
49,English,"['Home Insurance', 'Health Insurance', 'Education Insurance']",45,3,English,4,Life Insurance,24.17857132,6,2,2,0,567.4106324,0
24,Marathi,['Education Insurance'],75,2,Marathi,40,Health Insurance,20.30878616,9,2,2,1,313.1264621,0
35,Marathi,"['Health Insurance', 'Car Insurance']",87,7,Marathi,31,Car Insurance,23.96739229,7,4,3,2,328.1457395,0
26,Urdu,['Education Insurance'],44,3,Urdu,35,Car Insurance,33.95045452,19,5,8,2,369.7146472,1
38,Urdu,"['Health Insurance', 'Home Insurance']",51,1,Urdu,15,Car Insurance,34.68550572,17,6,6,0,421.2161201,1
39,Telgu,"['Car Insurance', 'Home Insurance']",75,5,Telgu,16,Life Insurance,33.90100782,10,8,9,1,671.4092612,1
32,Telgu,"['Education Insurance', 'Life Insurance']",77,5,Telgu,23,Health Insurance,22.32102334,8,3,2,0,341.2684418,0
38,English,"['Life Insurance', 'Education Insurance']",34,1,English,2,Car Insurance,24.64204217,9,3,4,3,376.834718,0
21,Urdu,['Education Insurance'],33,2,Urdu,17,Car Insurance,24.54465478,9,2,3,0,242.0327052,0
48,Telgu,"['Home Insurance', 'Education Insurance', 'Life Insurance']",94,2,Telgu,2,Life Insurance,22.32180418,5,3,4,0,479.8303386,1
24,Urdu,['Education Insurance'],95,4,Urdu,4,Health Insurance,27.16135309,6,4,4,1,618.2479225,1
36,Urdu,"['Car Insurance', 'Life Insurance']",49,3,Urdu,43,Life Insurance,30.78402542,18,6,6,0,524.1154496,1
44,Urdu,"['Health Insurance', 'Car Insurance', 'Life Insurance']",47,2,Urdu,5,Health Insurance,24.6734363,5,3,4,1,558.2150468,1
39,English,"['Health Insurance', 'Education Insurance']",58,2,English,11,Home Insurance,27.67558805,8,2,4,2,416.1114532,1
34,Urdu,"['Car Insurance', 'Life Insurance']",30,1,Urdu,25,Health Insurance,24.3854476,9,3,4,1,472.1418403,1
37,Urdu,"['Life Insurance', 'Car Insurance']",49,2,Urdu,27,Education Insurance,23.13787433,5,2,2,0,450.4291887,0
24,Urdu,['Health Insurance'],52,4,Urdu,13,Home Insurance,24.29597119,8,3,2,1,491.5357648,0
22,Telgu,['Health Insurance'],88,2,Telgu,6,Home Insurance,25.40269329,8,2,4,0,391.2031175,1
38,Marathi,"['Home Insurance', 'Car Insurance']",59,1,Marathi,43,Car Insurance,27.41905024,8,2,4,1,557.2636217,1
45,Hindi,"['Car Insurance', 'Education Insurance', 'Life Insurance']",85,4,Hindi,17,Home Insurance,25.05947381,8,4,4,1,504.1197238,1
46,Telgu,"['Home Insurance', 'Education Insurance', 'Health Insurance']",25,1,Telgu,26,Education Insurance,24.67595351,7,2,4,0,516.2124765,1
23,Marathi,['Health Insurance'],51,2,Marathi,19,Education Insurance,29.40634927,5,4,4,2,470.6149107,1
30,Telgu,"['Life Insurance', 'Health Insurance']",59,3,Telgu,5,Car Insurance,19.32653025,1,1,0,0,415.6346262,0
48,Marathi,"['Education Insurance', 'Life Insurance', 'Car Insurance']",61,5,Marathi,8,Car Insurance,33.83635851,13,8,6,0,497.6604116,1
33,Hindi,"['Health Insurance', 'Home Insurance']",53,2,Hindi,38,Education Insurance,29.26823673,7,4,3,2,491.5914525,0
26,Marathi,['Health Insurance'],39,2,Marathi,6,Life Insurance,25.90695984,7,4,2,1,318.4948114,0
29,Urdu,['Car Insurance'],83,5,Urdu,21,Education Insurance,19.07735607,3,0,1,0,367.6295628,0
20,Hindi,['Life Insurance'],29,1,Hindi,31,Home Insurance,26.09441191,8,4,4,0,611.2798224,1
41,Marathi,"['Education Insurance', 'Life Insurance', 'Home Insurance']",40,2,Marathi,27,Home Insurance,28.22087631,5,4,4,0,434.9931903,1
37,Hindi,"['Car Insurance', 'Life Insurance']",90,7,Hindi,18,Home Insurance,28.99446186,7,3,2,0,481.5791437,0
37,Telgu,"['Life Insurance', 'Home Insurance']",87,3,Telgu,13,Car Insurance,21.61234111,7,3,2,0,370.4973549,0
27,Telgu,['Life Insurance'],78,5,Telgu,24,Home Insurance,19.60271209,3,1,1,3,594.5913915,0
40,Urdu,"['Car Insurance', 'Education Insurance', 'Home Insurance']",92,2,Urdu,7,Home Insurance,21.61463074,7,4,4,0,454.8259952,1
33,Telgu,"['Life Insurance', 'Car Insurance']",90,5,Telgu,4,Home Insurance,19.60009717,3,0,1,2,340.5885615,0
47,English,"['Life Insurance', 'Car Insurance', 'Home Insurance']",96,6,English,43,Home Insurance,16.96420447,0,1,0,2,495.5546121,0
37,Telgu,"['Car Insurance', 'Health Insurance']",85,2,Telgu,2,Home Insurance,23.3056006,6,3,2,0,490.9213869,0
28,Marathi,['Life Insurance'],61,3,Marathi,5,Life Insurance,30.33294284,14,6,9,2,434.368468,1
36,English,"['Life Insurance', 'Car Insurance']",67,1,English,42,Car Insurance,20.34088885,7,4,3,0,402.8181117,0
26,Marathi,['Education Insurance'],80,4,Marathi,40,Home Insurance,19.42780079,2,1,0,4,364.3507112,0
27,Marathi,['Life Insurance'],36,2,Marathi,34,Health Insurance,33.5266698,19,5,9,3,412.154379,0
39,Hindi,"['Education Insurance', 'Life Insurance']",96,8,Hindi,6,Home Insurance,23.35220373,5,4,4,2,514.9414964,1
28,Telgu,['Car Insurance'],43,1,Telgu,44,Home Insurance,27.83118581,6,3,3,0,437.2479719,0
20,English,['Life Insurance'],33,1,English,47,Life Insurance,21.76667802,6,4,3,0,512.4606942,0
26,English,['Car Insurance'],56,2,English,2,Car Insurance,19.84748653,1,0,0,0,462.7547131,0
21,Urdu,['Car Insurance'],76,1,Urdu,3,Home Insurance,22.3290901,9,2,3,1,336.8886605,0
34,Marathi,"['Education Insurance', 'Home Insurance']",31,1,Marathi,7,Life Insurance,16.23111476,1,0,1,0,435.5323711,0
34,Hindi,"['Car Insurance', 'Education Insurance']",84,3,Hindi,38,Health Insurance,26.95892828,7,4,3,0,515.0095804,0
43,English,"['Home Insurance', 'Life Insurance', 'Health Insurance']",31,1,English,43,Home Insurance,30.2270078,16,6,5,2,603.8970884,1
34,Hindi,"['Education Insurance', 'Car Insurance']",78,5,Hindi,40,Education Insurance,27.7095016,8,4,3,3,487.2930486,0
45,English,"['Health Insurance', 'Life Insurance', 'Car Insurance']",78,1,English,18,Education Insurance,24.1075144,5,3,4,2,570.5026828,1
27,Marathi,['Car Insurance'],59,1,Marathi,16,Health Insurance,28.58788662,5,3,4,0,434.875249,1
49,Telgu,"['Health Insurance', 'Education Insurance', 'Car Insurance']",83,5,Telgu,25,Car Insurance,25.06265768,9,3,4,0,333.4947571,1
38,Marathi,"['Health Insurance', 'Car Insurance']",96,6,Marathi,21,Health Insurance,22.09766086,9,2,2,0,474.0620596,0
30,English,"['Health Insurance', 'Education Insurance']",20,1,English,45,Health Insurance,34.50039817,13,9,8,0,352.201593,1
21,English,['Life Insurance'],85,4,English,28,Health Insurance,23.10453815,8,4,3,3,487.8907696,0
47,English,"['Home Insurance', 'Life Insurance', 'Car Insurance']",70,6,English,24,Education Insurance,29.18877437,9,3,4,2,503.5567128,1
43,Urdu,"['Health Insurance', 'Home Insurance', 'Life Insurance']",73,2,Urdu,39,Home Insurance,21.10099094,5,3,2,3,552.39624,0
29,Urdu,['Car Insurance'],73,6,Urdu,47,Education Insurance,23.7555665,5,4,2,2,490.4185981,0
23,Hindi,['Life Insurance'],88,5,Hindi,30,Education Insurance,27.58560972,9,3,4,2,441.4178228,1
46,Telgu,"['Home Insurance', 'Education Insurance', 'Car Insurance']",95,8,Telgu,40,Car Insurance,25.34933169,6,2,3,0,292.5915068,0
27,Hindi,['Home Insurance'],69,3,Hindi,9,Life Insurance,28.88769696,6,4,3,2,435.7900558,0
31,English,"['Home Insurance', 'Health Insurance']",28,1,English,37,Health Insurance,27.68063718,6,4,2,0,449.7353797,0
30,Marathi,"['Car Insurance', 'Health Insurance']",21,1,Marathi,41,Education Insurance,25.34388134,5,3,3,1,612.9229,0
43,Marathi,"['Car Insurance', 'Life Insurance', 'Health Insurance']",98,1,Marathi,43,Car Insurance,24.99987664,9,4,2,2,632.6995785,0
35,Hindi,"['Health Insurance', 'Home Insurance']",29,1,Hindi,43,Car Insurance,17.60302534,1,0,1,0,602.5870219,0
45,Telgu,"['Car Insurance', 'Home Insurance', 'Health Insurance']",53,4,Telgu,44,Health Insurance,25.29393038,6,2,3,0,461.9220885,0
34,Hindi,"['Home Insurance', 'Education Insurance']",46,3,Hindi,9,Education Insurance,21.07291547,6,4,4,0,480.2695134,1
25,Marathi,['Life Insurance'],90,6,Marathi,8,Car Insurance,27.52778576,8,4,3,1,541.5853236,0
39,English,"['Home Insurance', 'Education Insurance']",54,4,English,10,Education Insurance,23.2680845,7,4,4,3,483.9177329,0
24,Telgu,['Education Insurance'],92,5,Telgu,28,Home Insurance,31.82803062,14,9,9,2,500.2269375,1
20,English,['Life Insurance'],72,6,English,37,Car Insurance,24.41041271,7,3,4,1,363.5536398,1
36,Hindi,"['Health Insurance', 'Home Insurance']",86,4,Hindi,29,Education Insurance,21.31290135,5,2,3,0,554.9417377,0
49,Hindi,"['Health Insurance', 'Car Insurance', 'Life Insurance']",31,2,Hindi,0,Education Insurance,25.81267595,8,2,3,0,258.8322967,0
29,Telgu,['Car Insurance'],27,1,Telgu,30,Home Insurance,30.46778844,12,9,7,1,369.7425303,1
33,Marathi,"['Home Insurance', 'Education Insurance']",56,2,Marathi,9,Car Insurance,23.03837767,6,3,2,0,509.1447093,0
43,English,"['Life Insurance', 'Education Insurance', 'Car Insurance']",21,1,English,14,Education Insurance,14.15097877,4,1,1,0,284.2682649,0
31,Urdu,"['Education Insurance', 'Car Insurance']",50,1,Urdu,35,Education Insurance,24.1309516,9,4,2,1,450.0843106,0
43,Telgu,"['Education Insurance', 'Life Insurance', 'Health Insurance']",82,5,Telgu,47,Home Insurance,26.48104272,9,3,4,2,367.3765625,1
29,Marathi,['Health Insurance'],74,1,Marathi,45,Life Insurance,33.52155339,12,8,6,1,317.3876443,1
27,Marathi,['Life Insurance'],42,2,Marathi,29,Life Insurance,22.44732565,9,2,4,1,521.5627292,1
28,Telgu,['Home Insurance'],57,3,Telgu,32,Health Insurance,28.48863127,6,4,4,2,360.1649257,1
47,English,"['Home Insurance', 'Health Insurance', 'Life Insurance']",54,2,English,48,Education Insurance,24.46241409,9,2,2,0,404.7451885,0
24,Marathi,['Car Insurance'],58,4,Marathi,34,Education Insurance,29.08383304,7,3,3,3,507.7400367,0
26,Marathi,['Home Insurance'],42,1,Marathi,10,Car Insurance,26.77773865,8,3,2,0,496.8523341,0
29,English,['Education Insurance'],38,1,English,42,Car Insurance,22.96263046,9,4,2,0,541.890456,0
49,Marathi,"['Life Insurance', 'Health Insurance', 'Car Insurance']",77,6,Marathi,34,Life Insurance,32.32038127,13,8,5,2,288.8095717,1
36,Marathi,"['Health Insurance', 'Life Insurance']",64,4,Marathi,24,Home Insurance,19.07032279,0,0,1,0,441.4964526,0
39,Hindi,"['Education Insurance', 'Health Insurance']",84,5,Hindi,18,Home Insurance,33.3029891,19,6,6,2,217.156497,1
32,Marathi,"['Car Insurance', 'Education Insurance']",95,2,Marathi,29,Life Insurance,21.50809413,5,2,3,0,400.5245373,0
46,Telgu,"['Home Insurance', 'Education Insurance', 'Health Insurance']",90,7,Telgu,44,Home Insurance,31.72203615,11,5,9,3,404.4126949,0
45,Marathi,"['Home Insurance', 'Education Insurance', 'Life Insurance']",20,1,Marathi,0,Life Insurance,25.73318943,5,4,2,1,276.9346468,0
22,Marathi,['Education Insurance'],43,2,Marathi,37,Car Insurance,20.36483624,8,4,4,4,335.8471563,0
38,Marathi,"['Home Insurance', 'Life Insurance']",53,1,Marathi,37,Car Insurance,26.35413668,8,4,2,0,451.912683,0
33,English,"['Home Insurance', 'Education Insurance']",23,1,English,16,Health Insurance,24.44628534,8,2,3,0,487.0610489,0
39,Telgu,"['Life Insurance', 'Education Insurance']",22,1,Telgu,14,Health Insurance,31.35199881,10,7,7,3,557.0124246,0
40,English,"['Life Insurance', 'Education Insurance', 'Car Insurance']",27,1,English,25,Education Insurance,31.33408028,17,7,7,0,391.3994086,1
29,Urdu,['Education Insurance'],73,2,Urdu,22,Home Insurance,24.59298237,7,4,3,1,338.6265107,0
48,Telgu,"['Home Insurance', 'Health Insurance', 'Education Insurance']",36,2,Telgu,33,Health Insurance,30.36816998,15,9,7,2,605.4313278,1
22,English,['Car Insurance'],69,1,English,43,Education Insurance,30.49255883,12,7,7,2,373.9367541,1
36,Hindi,"['Health Insurance', 'Education Insurance']",89,4,Hindi,44,Car Insurance,22.73983139,7,3,4,1,290.0199319,1
22,English,['Car Insurance'],80,3,English,16,Life Insurance,30.1048224,18,7,8,3,467.5274132,0
36,Marathi,"['Health Insurance', 'Home Insurance']",61,3,Marathi,9,Car Insurance,24.66648744,9,3,2,1,391.3655853,0
32,Telgu,"['Health Insurance', 'Home Insurance']",37,2,Telgu,29,Health Insurance,27.20700435,6,2,2,4,597.0599104,0
27,Urdu,['Home Insurance'],91,8,Urdu,32,Education Insurance,26.92148969,5,4,3,1,713.7959468,0
36,Urdu,"['Life Insurance', 'Education Insurance']",54,2,Urdu,2,Home Insurance,21.45500853,6,3,3,0,364.7921027,0
46,Marathi,"['Education Insurance', 'Car Insurance', 'Life Insurance']",54,4,Marathi,23,Education Insurance,26.24316614,7,2,4,0,490.0150534,1
41,Telgu,"['Life Insurance', 'Car Insurance', 'Home Insurance']",47,3,Telgu,9,Health Insurance,25.23736924,6,2,4,0,450.6219276,1
40,Urdu,"['Health Insurance', 'Car Insurance', 'Education Insurance']",26,1,Urdu,43,Car Insurance,19.34452575,0,0,0,4,418.9169002,0
26,Urdu,['Health Insurance'],32,2,Urdu,12,Health Insurance,15.74159386,0,1,0,0,435.4504382,0
37,Urdu,"['Education Insurance', 'Life Insurance']",68,5,Urdu,37,Life Insurance,30.89176401,13,6,8,0,413.6505149,1
49,Telgu,"['Health Insurance', 'Car Insurance', 'Life Insurance']",53,3,Telgu,15,Home Insurance,19.05297024,3,0,0,2,433.8735041,0
49,Telgu,"['Life Insurance', 'Education Insurance', 'Health Insurance']",27,1,Telgu,10,Education Insurance,26.2277618,9,3,2,3,472.6220691,0
44,English,"['Health Insurance', 'Car Insurance', 'Education Insurance']",67,4,English,8,Life Insurance,15.67710657,3,0,0,0,373.4629097,0
43,Telgu,"['Car Insurance', 'Education Insurance', 'Home Insurance']",89,6,Telgu,35,Life Insurance,20.40246407,5,2,4,0,399.6900667,1
27,English,['Life Insurance'],62,1,English,10,Education Insurance,27.0711603,5,2,4,1,473.7050157,1
37,Urdu,"['Car Insurance', 'Life Insurance']",69,2,Urdu,19,Home Insurance,17.42682683,0,1,0,2,540.0445165,0
24,Urdu,['Health Insurance'],97,5,Urdu,1,Health Insurance,25.05765788,5,4,4,0,376.0149118,1
31,Hindi,"['Car Insurance', 'Home Insurance']",86,7,Hindi,45,Home Insurance,26.78007866,8,3,2,0,493.4062833,0
29,Hindi,['Life Insurance'],82,1,Hindi,9,Life Insurance,25.81705636,8,4,3,3,482.8689946,0
23,Urdu,['Health Insurance'],97,4,Urdu,0,Car Insurance,22.23518877,7,4,4,1,583.406641,1
33,Urdu,"['Education Insurance', 'Health Insurance']",78,5,Urdu,45,Education Insurance,21.80704893,6,2,4,2,383.4401391,1
20,Telgu,['Car Insurance'],66,4,Telgu,28,Home Insurance,31.2297563,15,7,5,1,481.1446478,1
20,Urdu,['Education Insurance'],64,3,Urdu,42,Car Insurance,15.30170967,1,0,1,2,362.9604763,0
26,English,['Life Insurance'],66,4,English,21,Life Insurance,30.68276411,12,8,5,0,580.9349299,1
38,Urdu,"['Car Insurance', 'Home Insurance']",74,2,Urdu,39,Health Insurance,18.16676369,1,0,1,3,370.2684122,0
42,English,"['Home Insurance', 'Life Insurance', 'Car Insurance']",79,6,English,3,Health Insurance,26.90660307,8,3,3,2,487.460325,0
33,Marathi,"['Life Insurance', 'Health Insurance']",54,4,Marathi,38,Health Insurance,22.60883961,8,3,4,2,473.3440482,1
49,English,"['Car Insurance', 'Education Insurance', 'Health Insurance']",20,1,English,44,Life Insurance,22.32724122,9,2,2,0,634.3346292,0
23,Telgu,['Health Insurance'],47,2,Telgu,10,Home Insurance,29.09700639,7,2,2,2,546.5933981,0
31,Urdu,"['Car Insurance', 'Life Insurance']",33,2,Urdu,34,Life Insurance,29.77084582,8,3,3,3,655.475705,0
20,Marathi,['Education Insurance'],68,3,Marathi,5,Home Insurance,23.22603142,5,2,3,3,417.612214,0
31,English,"['Car Insurance', 'Home Insurance']",45,1,English,1,Health Insurance,17.75720717,0,1,1,0,492.3812672,0
35,Marathi,"['Education Insurance', 'Car Insurance']",70,2,Marathi,25,Health Insurance,27.50949388,5,4,2,2,485.0851369,0
24,Marathi,['Home Insurance'],68,3,Marathi,11,Home Insurance,20.27103673,8,2,2,2,259.950542,0
29,Marathi,['Home Insurance'],46,3,Marathi,28,Home Insurance,29.28220594,8,2,2,0,332.3259792,0
25,Marathi,['Education Insurance'],75,5,Marathi,30,Car Insurance,19.49296158,1,0,0,0,302.194177,0
45,Marathi,"['Car Insurance', 'Home Insurance', 'Health Insurance']",41,2,Marathi,3,Life Insurance,19.4869467,1,0,1,2,540.6800718,0
37,Urdu,"['Car Insurance', 'Home Insurance']",55,2,Urdu,6,Home Insurance,30.07671397,11,6,9,1,417.8434062,1
44,Hindi,"['Education Insurance', 'Life Insurance', 'Home Insurance']",75,6,Hindi,2,Life Insurance,31.67325837,11,7,5,0,404.6418801,1
33,Telgu,"['Home Insurance', 'Car Insurance']",79,3,Telgu,10,Car Insurance,28.77109154,9,3,3,0,600.5787884,0
26,Marathi,['Health Insurance'],82,6,Marathi,5,Life Insurance,24.87222839,5,3,3,1,400.0627599,0
22,Hindi,['Car Insurance'],64,2,Hindi,27,Education Insurance,23.21791942,9,3,2,0,466.4843952,0
49,Telgu,"['Home Insurance', 'Education Insurance', 'Life Insurance']",63,4,Telgu,22,Education Insurance,24.26561838,6,4,4,0,338.0683586,1
27,Hindi,['Education Insurance'],79,1,Hindi,22,Car Insurance,22.00219471,7,4,4,2,433.2091646,1
38,English,"['Life Insurance', 'Education Insurance']",68,1,English,40,Life Insurance,36.52533482,18,7,9,1,533.6591538,1
21,English,['Life Insurance'],24,1,English,27,Car Insurance,26.39465992,7,2,3,0,380.1122618,0
46,Marathi,"['Health Insurance', 'Life Insurance', 'Home Insurance']",86,4,Marathi,21,Health Insurance,23.99669113,6,3,3,1,638.9413946,0
42,Urdu,"['Education Insurance', 'Life Insurance', 'Health Insurance']",47,1,Urdu,27,Health Insurance,22.83186522,5,3,4,0,340.7308538,1
41,Urdu,"['Car Insurance', 'Health Insurance', 'Education Insurance']",27,1,Urdu,19,Car Insurance,32.28532764,12,7,8,3,529.7126565,0
35,Hindi,"['Car Insurance', 'Home Insurance']",58,2,Hindi,4,Life Insurance,33.40573271,12,6,9,3,374.6171185,0
33,English,"['Life Insurance', 'Education Insurance']",53,1,English,4,Life Insurance,27.61218286,9,2,2,0,558.5222824,0
49,Hindi,"['Car Insurance', 'Home Insurance', 'Health Insurance']",52,2,Hindi,48,Education Insurance,25.20419247,9,2,4,1,399.7888901,1
29,Telgu,['Education Insurance'],63,3,Telgu,5,Education Insurance,21.73744658,8,2,3,1,469.4935201,0
30,Marathi,"['Health Insurance', 'Life Insurance']",63,4,Marathi,40,Home Insurance,22.32875799,8,4,2,0,479.8346666,0
39,English,"['Life Insurance', 'Health Insurance']",44,1,English,25,Health Insurance,20.3253725,7,3,2,0,335.2167694,0
49,Urdu,"['Home Insurance', 'Car Insurance', 'Health Insurance']",59,2,Urdu,14,Car Insurance,31.64119321,11,7,7,1,551.1953403,1
38,Marathi,"['Life Insurance', 'Education Insurance']",78,1,Marathi,4,Health Insurance,21.11378149,9,3,4,1,329.7240992,1
36,Urdu,"['Health Insurance', 'Education Insurance']",24,1,Urdu,28,Education Insurance,29.5494361,7,4,2,1,544.7306515,0
38,English,"['Car Insurance', 'Life Insurance']",90,1,English,16,Car Insurance,27.98558207,8,3,3,2,511.2340057,0
44,Urdu,"['Life Insurance', 'Education Insurance', 'Health Insurance']",20,1,Urdu,10,Education Insurance,22.76039171,8,2,2,3,339.9231407,0
39,English,"['Home Insurance', 'Life Insurance']",41,3,English,4,Health Insurance,24.18598448,9,3,4,0,162.0096397,1
47,Urdu,"['Life Insurance', 'Car Insurance', 'Education Insurance']",50,1,Urdu,25,Education Insurance,21.16728999,8,3,3,3,433.5854568,0
49,Urdu,"['Health Insurance', 'Car Insurance', 'Life Insurance']",50,2,Urdu,14,Car Insurance,24.29577103,9,4,2,0,401.730557,0
23,Urdu,['Health Insurance'],40,3,Urdu,28,Home Insurance,23.88085922,8,3,3,0,451.113921,0
45,Marathi,"['Life Insurance', 'Health Insurance', 'Car Insurance']",67,1,Marathi,6,Home Insurance,22.18869822,6,2,4,0,353.2145598,1
28,Urdu,['Car Insurance'],91,4,Urdu,36,Life Insurance,14.28421676,4,1,0,0,458.1126091,0
40,Hindi,"['Education Insurance', 'Home Insurance', 'Life Insurance']",65,4,Hindi,11,Home Insurance,19.57597444,0,0,1,0,465.0980874,0
32,Hindi,"['Education Insurance', 'Home Insurance']",44,1,Hindi,14,Home Insurance,25.78475933,5,4,3,1,519.2558424,0
28,Urdu,['Life Insurance'],26,1,Urdu,44,Health Insurance,27.13030028,8,3,3,0,409.9489408,0
21,Urdu,['Car Insurance'],63,5,Urdu,29,Car Insurance,26.19853482,6,4,2,0,526.6189418,0
37,Urdu,"['Health Insurance', 'Life Insurance']",57,4,Urdu,10,Car Insurance,27.96909521,9,3,4,0,471.0077973,1
32,Telgu,"['Home Insurance', 'Life Insurance']",21,1,Telgu,44,Health Insurance,20.93013451,5,3,3,1,482.8921786,0
49,Marathi,"['Home Insurance', 'Education Insurance', 'Life Insurance']",82,4,Marathi,21,Life Insurance,24.89450587,7,4,4,0,387.290361,1
49,Marathi,"['Life Insurance', 'Health Insurance', 'Education Insurance']",70,1,Marathi,43,Car Insurance,25.97739016,6,2,3,0,523.2949365,0
41,Hindi,"['Education Insurance', 'Car Insurance', 'Life Insurance']",92,4,Hindi,35,Health Insurance,20.67486393,8,3,3,0,490.586647,0
22,Telgu,['Life Insurance'],47,2,Telgu,25,Life Insurance,20.54062788,9,3,3,2,343.2206952,0
41,Hindi,"['Home Insurance', 'Health Insurance', 'Education Insurance']",49,3,Hindi,43,Home Insurance,23.6499583,7,4,4,2,416.3383573,1
